2024-08-09T13:29:05Z - CPU: 80, MEM: 15251, TEMP: 55, POWER: 73
2024-08-09T14:25:40Z - CPU: 30, MEM: 12851, TEMP: 54, POWER: 57
2024-08-09T14:25:41Z - CPU: 34, MEM: 10163, TEMP: 69, POWER: 57
2024-08-09T14:25:42Z - CPU: 47, MEM: 9162, TEMP: 72, POWER: 61
2024-08-09T14:25:43Z - CPU: 41, MEM: 8412, TEMP: 67, POWER: 99
2024-08-09T14:25:44Z - CPU: 13, MEM: 3734, TEMP: 85, POWER: 92
2024-08-09T14:25:45Z - CPU: 42, MEM: 27940, TEMP: 39, POWER: 116
2024-08-09T14:25:46Z - CPU: 98, MEM: 10404, TEMP: 59, POWER: 90
2024-08-09T14:25:47Z - CPU: 87, MEM: 18651, TEMP: 71, POWER: 108
2024-08-09T14:25:48Z - CPU: 84, MEM: 18727, TEMP: 72, POWER: 59
2024-08-09T14:25:49Z - CPU: 57, MEM: 11445, TEMP: 70, POWER: 104
2024-08-09T14:25:50Z - CPU: 48, MEM: 8948, TEMP: 84, POWER: 112
2024-08-09T14:25:51Z - CPU: 43, MEM: 20554, TEMP: 38, POWER: 115
2024-08-09T14:25:52Z - CPU: 88, MEM: 3845, TEMP: 82, POWER: 43
2024-08-09T14:25:53Z - CPU: 79, MEM: 15508, TEMP: 33, POWER: 69
2024-08-09T14:25:54Z - CPU: 61, MEM: 26359, TEMP: 72, POWER: 116
2024-08-09T14:25:55Z - CPU: 83, MEM: 28276, TEMP: 45, POWER: 113
2024-08-09T14:25:56Z - CPU: 71, MEM: 28556, TEMP: 54, POWER: 47
2024-08-09T14:25:57Z - CPU: 32, MEM: 2349, TEMP: 82, POWER: 111
2024-08-09T14:25:58Z - CPU: 66, MEM: 21289, TEMP: 67, POWER: 91
2024-08-09T14:25:59Z - CPU: 75, MEM: 6375, TEMP: 41, POWER: 43
2024-08-09T14:26:00Z - CPU: 34, MEM: 11353, TEMP: 78, POWER: 84
2024-08-09T14:26:01Z - CPU: 21, MEM: 25901, TEMP: 59, POWER: 66
2024-08-09T14:26:02Z - CPU: 22, MEM: 8264, TEMP: 58, POWER: 60
2024-08-09T14:26:03Z - CPU: 37, MEM: 21360, TEMP: 77, POWER: 82
2024-08-09T14:26:04Z - CPU: 12, MEM: 2376, TEMP: 83, POWER: 88
2024-08-09T14:26:05Z - CPU: 78, MEM: 22914, TEMP: 70, POWER: 88
2024-08-09T14:26:06Z - CPU: 97, MEM: 12624, TEMP: 73, POWER: 57
2024-08-09T14:26:07Z - CPU: 35, MEM: 1594, TEMP: 71, POWER: 43
2024-08-09T14:26:08Z - CPU: 79, MEM: 7288, TEMP: 78, POWER: 88
2024-08-09T14:26:09Z - CPU: 72, MEM: 30040, TEMP: 33, POWER: 68
2024-08-09T14:26:10Z - CPU: 57, MEM: 25470, TEMP: 71, POWER: 70
2024-08-09T14:26:11Z - CPU: 32, MEM: 12087, TEMP: 46, POWER: 104
2024-08-09T14:26:12Z - CPU: 53, MEM: 7749, TEMP: 57, POWER: 60
2024-08-09T14:26:13Z - CPU: 72, MEM: 7708, TEMP: 66, POWER: 62
2024-08-09T14:26:14Z - CPU: 61, MEM: 24145, TEMP: 87, POWER: 105
2024-08-09T14:26:15Z - CPU: 36, MEM: 28495, TEMP: 55, POWER: 89
2024-08-09T14:26:16Z - CPU: 94, MEM: 14668, TEMP: 74, POWER: 82
2024-08-09T14:26:17Z - CPU: 44, MEM: 24443, TEMP: 39, POWER: 80
2024-08-09T14:26:18Z - CPU: 21, MEM: 25475, TEMP: 42, POWER: 66
2024-08-09T14:26:19Z - CPU: 23, MEM: 7473, TEMP: 86, POWER: 76
2024-08-09T14:26:20Z - CPU: 89, MEM: 23145, TEMP: 48, POWER: 90
2024-08-09T14:26:21Z - CPU: 88, MEM: 15203, TEMP: 74, POWER: 67
2024-08-09T14:26:22Z - CPU: 82, MEM: 7956, TEMP: 58, POWER: 119
2024-08-09T14:26:23Z - CPU: 28, MEM: 13289, TEMP: 35, POWER: 84
2024-08-09T14:26:24Z - CPU: 88, MEM: 1754, TEMP: 61, POWER: 74
2024-08-09T14:26:25Z - CPU: 18, MEM: 31232, TEMP: 83, POWER: 47
2024-08-09T14:26:26Z - CPU: 49, MEM: 30526, TEMP: 63, POWER: 48
2024-08-09T14:26:27Z - CPU: 47, MEM: 7366, TEMP: 79, POWER: 67
2024-08-09T14:26:28Z - CPU: 44, MEM: 3486, TEMP: 88, POWER: 50
2024-08-09T14:26:29Z - CPU: 54, MEM: 31167, TEMP: 69, POWER: 110
2024-08-09T14:26:30Z - CPU: 34, MEM: 23680, TEMP: 66, POWER: 48
2024-08-09T14:26:31Z - CPU: 62, MEM: 1394, TEMP: 75, POWER: 100
2024-08-09T14:26:32Z - CPU: 82, MEM: 5295, TEMP: 65, POWER: 40
2024-08-09T14:26:33Z - CPU: 31, MEM: 1388, TEMP: 81, POWER: 79
2024-08-09T14:26:34Z - CPU: 25, MEM: 6551, TEMP: 38, POWER: 92
2024-08-09T14:26:35Z - CPU: 94, MEM: 4446, TEMP: 55, POWER: 78
2024-08-09T14:26:36Z - CPU: 36, MEM: 11211, TEMP: 59, POWER: 80
2024-08-09T14:26:37Z - CPU: 88, MEM: 1432, TEMP: 73, POWER: 90
2024-08-09T14:26:38Z - CPU: 100, MEM: 9087, TEMP: 37, POWER: 42
2024-08-09T14:26:39Z - CPU: 58, MEM: 26355, TEMP: 48, POWER: 68
2024-08-09T14:26:40Z - CPU: 13, MEM: 15119, TEMP: 71, POWER: 55
2024-08-09T14:26:41Z - CPU: 11, MEM: 3532, TEMP: 50, POWER: 100
2024-08-09T14:26:42Z - CPU: 46, MEM: 26998, TEMP: 63, POWER: 52
2024-08-09T14:26:43Z - CPU: 79, MEM: 16993, TEMP: 79, POWER: 83
2024-08-09T14:26:44Z - CPU: 19, MEM: 19672, TEMP: 40, POWER: 116
2024-08-09T14:26:45Z - CPU: 62, MEM: 28502, TEMP: 79, POWER: 77
2024-08-09T14:26:46Z - CPU: 16, MEM: 9465, TEMP: 81, POWER: 81
2024-08-09T14:26:47Z - CPU: 11, MEM: 25651, TEMP: 40, POWER: 120
2024-08-09T14:26:48Z - CPU: 55, MEM: 24003, TEMP: 70, POWER: 111
2024-08-09T14:26:49Z - CPU: 48, MEM: 10211, TEMP: 43, POWER: 88
2024-08-09T14:26:50Z - CPU: 47, MEM: 10691, TEMP: 56, POWER: 64
2024-08-09T14:26:51Z - CPU: 27, MEM: 23351, TEMP: 69, POWER: 99
2024-08-09T14:26:52Z - CPU: 81, MEM: 11436, TEMP: 82, POWER: 119
2024-08-09T14:26:53Z - CPU: 72, MEM: 11105, TEMP: 52, POWER: 67
2024-08-09T14:26:54Z - CPU: 92, MEM: 13780, TEMP: 49, POWER: 86
2024-08-09T14:26:55Z - CPU: 66, MEM: 21626, TEMP: 60, POWER: 44
2024-08-09T14:26:56Z - CPU: 97, MEM: 2738, TEMP: 84, POWER: 63
2024-08-09T14:26:57Z - CPU: 46, MEM: 13308, TEMP: 68, POWER: 64
2024-08-09T14:26:58Z - CPU: 70, MEM: 16742, TEMP: 64, POWER: 49
2024-08-09T14:26:59Z - CPU: 72, MEM: 27464, TEMP: 45, POWER: 42
2024-08-09T14:27:00Z - CPU: 45, MEM: 11057, TEMP: 74, POWER: 93
2024-08-09T14:27:01Z - CPU: 19, MEM: 4641, TEMP: 41, POWER: 77
2024-08-09T14:27:02Z - CPU: 24, MEM: 20217, TEMP: 77, POWER: 61
2024-08-09T14:27:03Z - CPU: 14, MEM: 31023, TEMP: 73, POWER: 87
2024-08-09T14:27:04Z - CPU: 75, MEM: 29638, TEMP: 81, POWER: 52
2024-08-09T14:27:05Z - CPU: 23, MEM: 31870, TEMP: 64, POWER: 110
2024-08-09T14:27:06Z - CPU: 11, MEM: 15176, TEMP: 40, POWER: 48
2024-08-09T14:27:07Z - CPU: 19, MEM: 26108, TEMP: 73, POWER: 78
2024-08-09T14:27:08Z - CPU: 27, MEM: 19534, TEMP: 77, POWER: 103
2024-08-09T14:27:09Z - CPU: 34, MEM: 24575, TEMP: 48, POWER: 89
2024-08-09T14:27:10Z - CPU: 68, MEM: 3408, TEMP: 80, POWER: 75
2024-08-09T14:27:11Z - CPU: 21, MEM: 30652, TEMP: 41, POWER: 91
2024-08-09T14:27:12Z - CPU: 30, MEM: 28390, TEMP: 84, POWER: 116
2024-08-09T14:27:13Z - CPU: 29, MEM: 12241, TEMP: 50, POWER: 115
2024-08-09T14:27:14Z - CPU: 54, MEM: 17999, TEMP: 70, POWER: 42
2024-08-09T14:27:15Z - CPU: 69, MEM: 8892, TEMP: 71, POWER: 107
2024-08-09T14:27:16Z - CPU: 91, MEM: 14315, TEMP: 71, POWER: 44
2024-08-09T14:27:17Z - CPU: 85, MEM: 13665, TEMP: 84, POWER: 95
2024-08-09T14:27:18Z - CPU: 64, MEM: 12737, TEMP: 38, POWER: 74
2024-08-09T14:27:19Z - CPU: 12, MEM: 22920, TEMP: 77, POWER: 84
2024-08-09T14:27:20Z - CPU: 26, MEM: 30202, TEMP: 63, POWER: 89
2024-08-09T14:27:21Z - CPU: 31, MEM: 24669, TEMP: 67, POWER: 52
2024-08-09T14:27:22Z - CPU: 41, MEM: 13668, TEMP: 48, POWER: 51
2024-08-09T14:27:23Z - CPU: 46, MEM: 23790, TEMP: 84, POWER: 113
2024-08-09T14:27:24Z - CPU: 26, MEM: 14833, TEMP: 53, POWER: 93
2024-08-09T14:27:25Z - CPU: 68, MEM: 5808, TEMP: 66, POWER: 104
2024-08-09T14:27:26Z - CPU: 46, MEM: 8501, TEMP: 50, POWER: 62
2024-08-09T14:27:27Z - CPU: 39, MEM: 3067, TEMP: 32, POWER: 97
2024-08-09T14:27:28Z - CPU: 64, MEM: 9963, TEMP: 84, POWER: 120
2024-08-09T14:27:29Z - CPU: 34, MEM: 1161, TEMP: 48, POWER: 40
2024-08-09T14:27:30Z - CPU: 19, MEM: 1423, TEMP: 61, POWER: 43
2024-08-09T14:27:31Z - CPU: 15, MEM: 13308, TEMP: 66, POWER: 93
2024-08-09T14:27:32Z - CPU: 32, MEM: 16966, TEMP: 69, POWER: 47
2024-08-09T14:27:33Z - CPU: 77, MEM: 27733, TEMP: 51, POWER: 51
2024-08-09T14:27:34Z - CPU: 79, MEM: 25746, TEMP: 48, POWER: 96
2024-08-09T14:27:35Z - CPU: 63, MEM: 24701, TEMP: 64, POWER: 96
2024-08-09T14:27:36Z - CPU: 70, MEM: 17311, TEMP: 51, POWER: 66
2024-08-09T14:27:37Z - CPU: 66, MEM: 30399, TEMP: 34, POWER: 80
2024-08-09T14:27:38Z - CPU: 55, MEM: 16217, TEMP: 60, POWER: 59
2024-08-09T14:27:39Z - CPU: 49, MEM: 11084, TEMP: 71, POWER: 61
2024-08-09T14:27:40Z - CPU: 48, MEM: 25811, TEMP: 48, POWER: 65
2024-08-09T14:27:41Z - CPU: 67, MEM: 2261, TEMP: 87, POWER: 43
2024-08-09T14:27:42Z - CPU: 53, MEM: 10434, TEMP: 86, POWER: 41
2024-08-09T14:27:43Z - CPU: 80, MEM: 3190, TEMP: 60, POWER: 98
2024-08-09T14:27:44Z - CPU: 80, MEM: 12799, TEMP: 88, POWER: 92
2024-08-09T14:27:45Z - CPU: 76, MEM: 30055, TEMP: 68, POWER: 65
2024-08-09T14:27:46Z - CPU: 57, MEM: 13321, TEMP: 54, POWER: 91
2024-08-09T14:27:47Z - CPU: 58, MEM: 10824, TEMP: 44, POWER: 118
2024-08-09T14:27:48Z - CPU: 29, MEM: 22912, TEMP: 72, POWER: 41
2024-08-09T14:27:49Z - CPU: 87, MEM: 2621, TEMP: 33, POWER: 79
2024-08-09T14:27:50Z - CPU: 84, MEM: 16043, TEMP: 55, POWER: 88
2024-08-09T14:27:51Z - CPU: 13, MEM: 10574, TEMP: 86, POWER: 46
2024-08-09T14:27:52Z - CPU: 81, MEM: 31731, TEMP: 88, POWER: 85
2024-08-09T14:27:53Z - CPU: 36, MEM: 8935, TEMP: 81, POWER: 56
2024-08-09T14:27:54Z - CPU: 71, MEM: 16486, TEMP: 41, POWER: 78
2024-08-09T14:27:55Z - CPU: 62, MEM: 31830, TEMP: 40, POWER: 95
2024-08-09T14:27:56Z - CPU: 64, MEM: 31798, TEMP: 72, POWER: 81
2024-08-09T14:27:57Z - CPU: 44, MEM: 5969, TEMP: 39, POWER: 93
2024-08-09T14:27:58Z - CPU: 14, MEM: 6967, TEMP: 67, POWER: 59
2024-08-09T14:27:59Z - CPU: 93, MEM: 13421, TEMP: 74, POWER: 61
2024-08-09T14:28:00Z - CPU: 56, MEM: 20324, TEMP: 52, POWER: 108
2024-08-09T14:28:01Z - CPU: 47, MEM: 1448, TEMP: 39, POWER: 94
2024-08-09T14:28:02Z - CPU: 24, MEM: 27482, TEMP: 49, POWER: 79
2024-08-09T14:28:03Z - CPU: 38, MEM: 20704, TEMP: 39, POWER: 117
2024-08-09T14:28:04Z - CPU: 54, MEM: 19675, TEMP: 62, POWER: 66
2024-08-09T14:28:05Z - CPU: 22, MEM: 8793, TEMP: 88, POWER: 107
2024-08-09T14:28:06Z - CPU: 88, MEM: 22349, TEMP: 77, POWER: 78
2024-08-09T14:28:07Z - CPU: 96, MEM: 3900, TEMP: 60, POWER: 112
2024-08-09T14:28:08Z - CPU: 32, MEM: 1111, TEMP: 41, POWER: 108
2024-08-09T14:28:09Z - CPU: 28, MEM: 2066, TEMP: 41, POWER: 64
2024-08-09T14:28:10Z - CPU: 13, MEM: 24524, TEMP: 36, POWER: 57
2024-08-09T14:28:11Z - CPU: 49, MEM: 15181, TEMP: 38, POWER: 80
2024-08-09T14:28:12Z - CPU: 51, MEM: 28504, TEMP: 85, POWER: 74
2024-08-09T14:28:13Z - CPU: 65, MEM: 1983, TEMP: 36, POWER: 69
2024-08-09T14:28:14Z - CPU: 25, MEM: 12244, TEMP: 84, POWER: 109
2024-08-09T14:28:15Z - CPU: 24, MEM: 1344, TEMP: 34, POWER: 61
2024-08-09T14:28:16Z - CPU: 54, MEM: 1144, TEMP: 36, POWER: 98
2024-08-09T14:28:17Z - CPU: 38, MEM: 30862, TEMP: 54, POWER: 67
2024-08-09T14:28:18Z - CPU: 27, MEM: 27811, TEMP: 78, POWER: 84
2024-08-09T14:28:19Z - CPU: 11, MEM: 13061, TEMP: 75, POWER: 51
2024-08-09T14:28:20Z - CPU: 87, MEM: 11158, TEMP: 34, POWER: 53
2024-08-09T14:28:21Z - CPU: 51, MEM: 2026, TEMP: 62, POWER: 106
2024-08-09T14:28:22Z - CPU: 30, MEM: 1462, TEMP: 72, POWER: 100
2024-08-09T14:28:23Z - CPU: 68, MEM: 11653, TEMP: 86, POWER: 60
2024-08-09T14:28:24Z - CPU: 88, MEM: 27053, TEMP: 44, POWER: 83
2024-08-09T14:28:25Z - CPU: 40, MEM: 2434, TEMP: 43, POWER: 93
2024-08-09T14:28:26Z - CPU: 90, MEM: 1225, TEMP: 48, POWER: 75
2024-08-09T14:28:27Z - CPU: 37, MEM: 4976, TEMP: 71, POWER: 106
2024-08-09T14:28:28Z - CPU: 70, MEM: 28028, TEMP: 53, POWER: 67
2024-08-09T14:28:29Z - CPU: 51, MEM: 18242, TEMP: 43, POWER: 115
2024-08-09T14:28:30Z - CPU: 34, MEM: 24026, TEMP: 84, POWER: 82
2024-08-09T14:28:31Z - CPU: 93, MEM: 10193, TEMP: 37, POWER: 71
2024-08-09T14:28:32Z - CPU: 45, MEM: 1085, TEMP: 43, POWER: 100
2024-08-09T14:28:33Z - CPU: 39, MEM: 20823, TEMP: 77, POWER: 102
2024-08-09T14:28:34Z - CPU: 71, MEM: 16165, TEMP: 59, POWER: 44
2024-08-09T14:28:35Z - CPU: 14, MEM: 7158, TEMP: 61, POWER: 55
2024-08-09T14:28:36Z - CPU: 94, MEM: 17649, TEMP: 45, POWER: 50
2024-08-09T14:28:37Z - CPU: 79, MEM: 20015, TEMP: 44, POWER: 84
2024-08-09T14:28:38Z - CPU: 12, MEM: 24872, TEMP: 56, POWER: 100
2024-08-09T14:28:39Z - CPU: 71, MEM: 24427, TEMP: 81, POWER: 69
2024-08-09T14:28:40Z - CPU: 28, MEM: 7571, TEMP: 86, POWER: 52
2024-08-09T14:28:41Z - CPU: 59, MEM: 19062, TEMP: 76, POWER: 64
2024-08-09T14:28:42Z - CPU: 45, MEM: 22175, TEMP: 66, POWER: 82
2024-08-09T14:28:43Z - CPU: 82, MEM: 28671, TEMP: 72, POWER: 77
2024-08-09T14:28:44Z - CPU: 99, MEM: 26079, TEMP: 67, POWER: 76
2024-08-09T14:28:45Z - CPU: 77, MEM: 2329, TEMP: 71, POWER: 45
2024-08-09T14:28:46Z - CPU: 45, MEM: 23688, TEMP: 80, POWER: 46
2024-08-09T14:28:47Z - CPU: 81, MEM: 10685, TEMP: 74, POWER: 84
2024-08-09T14:28:48Z - CPU: 93, MEM: 19955, TEMP: 77, POWER: 80
2024-08-09T14:28:49Z - CPU: 57, MEM: 21317, TEMP: 43, POWER: 87
2024-08-09T14:28:50Z - CPU: 98, MEM: 10783, TEMP: 79, POWER: 72
2024-08-09T14:28:51Z - CPU: 80, MEM: 5875, TEMP: 71, POWER: 84
2024-08-09T14:28:52Z - CPU: 51, MEM: 10285, TEMP: 69, POWER: 107
2024-08-09T14:28:53Z - CPU: 19, MEM: 18536, TEMP: 85, POWER: 95
2024-08-09T14:28:54Z - CPU: 54, MEM: 16610, TEMP: 82, POWER: 114
2024-08-09T14:28:55Z - CPU: 50, MEM: 16429, TEMP: 42, POWER: 105
2024-08-09T14:28:56Z - CPU: 11, MEM: 14632, TEMP: 78, POWER: 117
2024-08-09T14:28:57Z - CPU: 92, MEM: 11822, TEMP: 35, POWER: 83
2024-08-09T14:28:58Z - CPU: 78, MEM: 15501, TEMP: 55, POWER: 47
2024-08-09T14:28:59Z - CPU: 28, MEM: 31802, TEMP: 37, POWER: 82
2024-08-09T14:29:00Z - CPU: 18, MEM: 1987, TEMP: 72, POWER: 86
2024-08-09T14:29:01Z - CPU: 65, MEM: 16516, TEMP: 47, POWER: 46
2024-08-09T14:29:02Z - CPU: 82, MEM: 8990, TEMP: 85, POWER: 55
2024-08-09T14:29:03Z - CPU: 20, MEM: 16421, TEMP: 64, POWER: 67
2024-08-09T14:29:04Z - CPU: 74, MEM: 11545, TEMP: 48, POWER: 40
2024-08-09T14:29:05Z - CPU: 75, MEM: 1975, TEMP: 65, POWER: 102
2024-08-09T14:29:06Z - CPU: 23, MEM: 13521, TEMP: 38, POWER: 68
2024-08-09T14:29:07Z - CPU: 80, MEM: 28476, TEMP: 88, POWER: 43
2024-08-09T14:29:08Z - CPU: 100, MEM: 9353, TEMP: 61, POWER: 109
2024-08-09T14:29:09Z - CPU: 43, MEM: 2518, TEMP: 48, POWER: 101
2024-08-09T14:29:10Z - CPU: 85, MEM: 15396, TEMP: 73, POWER: 86
2024-08-09T14:29:11Z - CPU: 49, MEM: 11020, TEMP: 34, POWER: 66
2024-08-09T14:29:12Z - CPU: 15, MEM: 7086, TEMP: 64, POWER: 42
2024-08-09T14:29:13Z - CPU: 35, MEM: 22507, TEMP: 88, POWER: 116
2024-08-09T14:29:14Z - CPU: 22, MEM: 24020, TEMP: 42, POWER: 110
2024-08-09T14:29:15Z - CPU: 21, MEM: 9057, TEMP: 69, POWER: 67
2024-08-09T14:29:16Z - CPU: 69, MEM: 16999, TEMP: 38, POWER: 105
2024-08-09T14:29:17Z - CPU: 81, MEM: 8388, TEMP: 56, POWER: 51
2024-08-09T14:29:18Z - CPU: 66, MEM: 26844, TEMP: 59, POWER: 102
2024-08-09T14:29:19Z - CPU: 43, MEM: 26186, TEMP: 44, POWER: 57
2024-08-09T14:29:20Z - CPU: 62, MEM: 6863, TEMP: 42, POWER: 109
2024-08-09T14:29:21Z - CPU: 10, MEM: 8078, TEMP: 87, POWER: 117
2024-08-09T14:29:22Z - CPU: 59, MEM: 9852, TEMP: 43, POWER: 103
2024-08-09T14:29:23Z - CPU: 48, MEM: 12306, TEMP: 52, POWER: 78
2024-08-09T14:29:24Z - CPU: 52, MEM: 18757, TEMP: 53, POWER: 112
2024-08-09T14:29:25Z - CPU: 52, MEM: 26039, TEMP: 61, POWER: 120
2024-08-09T14:29:26Z - CPU: 35, MEM: 10799, TEMP: 71, POWER: 97
2024-08-09T14:29:27Z - CPU: 22, MEM: 15175, TEMP: 76, POWER: 79
2024-08-09T14:29:28Z - CPU: 98, MEM: 25700, TEMP: 68, POWER: 53
2024-08-09T14:29:29Z - CPU: 70, MEM: 10987, TEMP: 73, POWER: 63
2024-08-09T14:29:30Z - CPU: 79, MEM: 8626, TEMP: 46, POWER: 80
2024-08-09T14:29:31Z - CPU: 97, MEM: 4277, TEMP: 52, POWER: 44
2024-08-09T14:29:32Z - CPU: 48, MEM: 17675, TEMP: 42, POWER: 82
2024-08-09T14:29:33Z - CPU: 38, MEM: 7448, TEMP: 57, POWER: 49
2024-08-09T14:29:34Z - CPU: 30, MEM: 9475, TEMP: 67, POWER: 115
2024-08-09T14:29:35Z - CPU: 10, MEM: 22378, TEMP: 43, POWER: 67
2024-08-09T14:29:36Z - CPU: 25, MEM: 22101, TEMP: 45, POWER: 119
2024-08-09T14:29:37Z - CPU: 34, MEM: 12393, TEMP: 74, POWER: 51
2024-08-09T14:29:38Z - CPU: 32, MEM: 1631, TEMP: 39, POWER: 75
2024-08-09T14:29:39Z - CPU: 28, MEM: 9396, TEMP: 72, POWER: 58
2024-08-09T14:29:40Z - CPU: 55, MEM: 26017, TEMP: 46, POWER: 114
2024-08-09T14:29:41Z - CPU: 54, MEM: 28493, TEMP: 78, POWER: 115
2024-08-09T14:29:42Z - CPU: 14, MEM: 8770, TEMP: 66, POWER: 49
2024-08-09T14:29:43Z - CPU: 87, MEM: 19485, TEMP: 64, POWER: 44
2024-08-09T14:29:44Z - CPU: 50, MEM: 29322, TEMP: 78, POWER: 68
2024-08-09T14:29:45Z - CPU: 100, MEM: 19056, TEMP: 35, POWER: 97
2024-08-09T14:29:46Z - CPU: 89, MEM: 12137, TEMP: 50, POWER: 65
2024-08-09T14:29:47Z - CPU: 12, MEM: 12149, TEMP: 51, POWER: 75
2024-08-09T14:29:48Z - CPU: 16, MEM: 1294, TEMP: 45, POWER: 63
2024-08-09T14:29:49Z - CPU: 27, MEM: 26816, TEMP: 65, POWER: 45
2024-08-09T14:29:50Z - CPU: 68, MEM: 3794, TEMP: 71, POWER: 44
2024-08-09T14:29:51Z - CPU: 55, MEM: 3784, TEMP: 65, POWER: 86
2024-08-09T14:29:52Z - CPU: 27, MEM: 24300, TEMP: 33, POWER: 87
2024-08-09T14:29:53Z - CPU: 47, MEM: 30568, TEMP: 62, POWER: 116
2024-08-09T14:29:54Z - CPU: 63, MEM: 7098, TEMP: 67, POWER: 100
2024-08-09T14:29:55Z - CPU: 62, MEM: 22626, TEMP: 40, POWER: 94
2024-08-09T14:29:56Z - CPU: 72, MEM: 2269, TEMP: 80, POWER: 95
2024-08-09T14:29:57Z - CPU: 34, MEM: 31191, TEMP: 61, POWER: 103
2024-08-09T14:29:58Z - CPU: 26, MEM: 31645, TEMP: 43, POWER: 100
2024-08-09T14:29:59Z - CPU: 31, MEM: 30929, TEMP: 50, POWER: 43
2024-08-09T14:30:00Z - CPU: 27, MEM: 25953, TEMP: 70, POWER: 115
2024-08-09T14:30:01Z - CPU: 33, MEM: 6585, TEMP: 58, POWER: 117
2024-08-09T14:30:02Z - CPU: 71, MEM: 28216, TEMP: 73, POWER: 67
2024-08-09T14:30:03Z - CPU: 100, MEM: 10977, TEMP: 43, POWER: 46
2024-08-09T14:30:04Z - CPU: 35, MEM: 8020, TEMP: 77, POWER: 40
2024-08-09T14:30:05Z - CPU: 45, MEM: 30460, TEMP: 41, POWER: 74
2024-08-09T14:30:06Z - CPU: 23, MEM: 7561, TEMP: 34, POWER: 61
2024-08-09T14:30:07Z - CPU: 36, MEM: 18337, TEMP: 72, POWER: 48
2024-08-09T14:30:08Z - CPU: 45, MEM: 29650, TEMP: 82, POWER: 45
2024-08-09T14:30:09Z - CPU: 56, MEM: 30668, TEMP: 63, POWER: 68
2024-08-09T14:30:10Z - CPU: 67, MEM: 28109, TEMP: 36, POWER: 77
2024-08-09T14:30:11Z - CPU: 11, MEM: 5724, TEMP: 44, POWER: 81
2024-08-09T14:30:12Z - CPU: 91, MEM: 2137, TEMP: 45, POWER: 91
2024-08-09T14:30:13Z - CPU: 81, MEM: 6294, TEMP: 85, POWER: 47
2024-08-09T14:30:14Z - CPU: 16, MEM: 19840, TEMP: 40, POWER: 73
2024-08-09T14:30:15Z - CPU: 56, MEM: 7328, TEMP: 56, POWER: 56
2024-08-09T14:30:16Z - CPU: 99, MEM: 7208, TEMP: 70, POWER: 119
2024-08-09T14:30:17Z - CPU: 47, MEM: 15367, TEMP: 66, POWER: 45
2024-08-09T14:30:18Z - CPU: 32, MEM: 1376, TEMP: 40, POWER: 115
2024-08-09T14:30:19Z - CPU: 27, MEM: 28218, TEMP: 84, POWER: 109
2024-08-09T14:30:20Z - CPU: 82, MEM: 5497, TEMP: 87, POWER: 102
2024-08-09T14:30:21Z - CPU: 74, MEM: 31501, TEMP: 66, POWER: 66
2024-08-09T14:30:22Z - CPU: 95, MEM: 2153, TEMP: 55, POWER: 77
2024-08-09T14:30:23Z - CPU: 89, MEM: 853, TEMP: 45, POWER: 105
2024-08-09T14:30:24Z - CPU: 53, MEM: 5193, TEMP: 40, POWER: 48
2024-08-09T14:30:25Z - CPU: 45, MEM: 29907, TEMP: 76, POWER: 83
2024-08-09T14:30:26Z - CPU: 62, MEM: 17368, TEMP: 43, POWER: 40
2024-08-09T14:30:27Z - CPU: 92, MEM: 27107, TEMP: 44, POWER: 102
2024-08-09T14:30:28Z - CPU: 76, MEM: 24823, TEMP: 47, POWER: 83
2024-08-09T14:30:29Z - CPU: 98, MEM: 7880, TEMP: 54, POWER: 81
2024-08-09T14:30:30Z - CPU: 88, MEM: 28459, TEMP: 87, POWER: 90
2024-08-09T14:30:31Z - CPU: 41, MEM: 21196, TEMP: 88, POWER: 48
2024-08-09T14:30:32Z - CPU: 51, MEM: 13855, TEMP: 74, POWER: 58
2024-08-09T14:30:33Z - CPU: 41, MEM: 5273, TEMP: 75, POWER: 113
2024-08-09T14:30:34Z - CPU: 98, MEM: 23583, TEMP: 74, POWER: 52
2024-08-09T14:30:35Z - CPU: 27, MEM: 9407, TEMP: 68, POWER: 112
2024-08-09T14:30:36Z - CPU: 44, MEM: 4254, TEMP: 52, POWER: 117
2024-08-09T14:30:37Z - CPU: 38, MEM: 26673, TEMP: 71, POWER: 48
2024-08-09T14:30:38Z - CPU: 37, MEM: 18096, TEMP: 62, POWER: 67
2024-08-09T14:30:39Z - CPU: 62, MEM: 27336, TEMP: 36, POWER: 109
2024-08-09T14:30:40Z - CPU: 11, MEM: 1456, TEMP: 55, POWER: 46
2024-08-09T14:30:41Z - CPU: 20, MEM: 29119, TEMP: 68, POWER: 73
2024-08-09T14:30:42Z - CPU: 84, MEM: 9500, TEMP: 34, POWER: 42
2024-08-09T14:30:43Z - CPU: 76, MEM: 7734, TEMP: 71, POWER: 90
2024-08-09T14:30:44Z - CPU: 92, MEM: 29780, TEMP: 57, POWER: 69
2024-08-09T14:30:45Z - CPU: 84, MEM: 8111, TEMP: 36, POWER: 51
2024-08-09T14:30:46Z - CPU: 79, MEM: 30687, TEMP: 72, POWER: 90
2024-08-09T14:30:47Z - CPU: 21, MEM: 30356, TEMP: 43, POWER: 43
2024-08-09T14:30:48Z - CPU: 37, MEM: 4742, TEMP: 87, POWER: 99
2024-08-09T14:30:49Z - CPU: 10, MEM: 18095, TEMP: 74, POWER: 43
